1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,-2.98445738772373,-0.0993402051101112,0
3.215622415675e-08,-3.19467661233791e-07,-4.77634305991278e-07,1.54590355298302e-05,-0.000153583390312579,-0.000229632127183631,-2.98449925522892,-0.0993187649784983,-4.84572598758359e-05
1.79821214982498e-07,-1.01580949627491e-06,-1.82695960595844e-06,5.82837481653729e-05,-0.000194288473792165,-0.000444348135504525,-2.98448367893057,-0.0993243310483102,-0.000118633579106305
4.69372458151775e-07,-1.63596301796216e-06,-3.8545966869463e-06,9.65775213870469e-05,-0.000129290132334939,-0.000635629047823453,-2.9844642554711,-0.0993339378027393,-0.000166716413036075
8.89227335524797e-07,-1.89539954928605e-06,-6.27728688920294e-06,0.000152611320323703,-5.76426762824941e-07,-0.000774014598392676,-2.98443834049602,-0.0993340667313456,-0.000159355916345384
1.38520444212899e-06,-1.87014383783288e-06,-8.78095108295836e-06,0.000168575678257941,2.33380746265319e-05,-0.000841416283495895,-2.98444816371947,-0.0993295066879701,-0.000145291892643417
1.82221235103374e-06,-1.82154614177129e-06,-1.11582910836136e-05,0.000130055293362974,2.50266368796574e-06,-0.000896905044413221,-2.98442932475037,-0.0993176313778742,-0.00015593612643803
2.12353909103122e-06,-1.82831804136185e-06,-1.33656627135624e-05,9.79778014492569e-05,-2.7996479609026e-05,-0.000962649835052018,-2.98439665746008,-0.0992907301230831,-0.0001871775854445
2.32945577878945e-06,-1.88330659265363e-06,-1.54101510432967e-05,9.46895512933553e-05,9.54787527535974e-06,-0.00102400601110727,-2.98440382641615,-0.099236746159463,-0.000196880773794165
2.50375659846413e-06,-1.87022655307635e-06,-1.7291693856522e-05,8.75365359426701e-05,3.49239804133344e-05,-0.00104670433871374,-2.98441652784122,-0.09920176504494,-0.000180957258903278
2.65504710254331e-06,-1.78224468093957e-06,-1.89575272998224e-05,5.78795683661412e-05,-4.4132386344393e-05,-0.00107985477868491,-2.98445033534418,-0.099185161972609,-0.000187585425890899
2.74853972573753e-06,-1.78791562543052e-06,-2.04417691273952e-05,3.63187300747753e-05,-0.000134717926455826,-0.00113202179441431,-2.98449416131839,-0.0991766906804698,-0.000240930266083149
2.81034903986955e-06,-1.99993818952948e-06,-2.1845390221769e-05,1.3835651961929e-05,-7.33595681293733e-05,-0.00112469025008166,-2.98452379168299,-0.0991519376060882,-0.000291849366102419
2.8698301265598e-06,-2.22408905197209e-06,-2.3118480572148e-05,-3.44339624609067e-05,8.38195854006344e-05,-0.00107852423476523,-2.9845036518174,-0.0991101881819199,-0.000286378902597871
2.87495676687032e-06,-2.16825725598873e-06,-2.41701360256441e-05,-7.10974287547341e-05,0.000107429760776804,-0.00108226674584517,-2.98448462937022,-0.0990817585024661,-0.000271495816106261
2.7914793689086e-06,-2.004339961802e-06,-2.51135790083019e-05,-5.16275688505269e-05,4.47911755161801e-05,-0.00109289541848698,-2.98447143104843,-0.0990698617580285,-0.000287612495167063
2.76084707666382e-06,-2.06309702814209e-06,-2.59764143182684e-05,-5.9679034211158e-05,0.000121900399740795,-0.00110583514935633,-2.98447402258907,-0.0990403744430166,-0.000292308647623724
2.75834371594099e-06,-1.95811913785734e-06,-2.67606397334135e-05,-9.11270816977165e-05,0.00010825860872684,-0.00113167313396156,-2.98450726046085,-0.0989968919648957,-0.000311667385099181
2.70495371093276e-06,-1.80634997670342e-06,-2.75312486327192e-05,-9.64492506098667e-05,4.84611399660582e-05,-0.00113535453300592,-2.98453302180513,-0.0989535617752696,-0.000345392664270942
2.68577599088302e-06,-1.7419323936142e-06,-2.82572665858464e-05,-0.000125865914996607,2.35506495983179e-05,-0.00113694727387614,-2.98452610347121,-0.0989401278954307,-0.000386761990014064
2.64492200728715e-06,-1.7717518738023e-06,-2.89209356641822e-05,-0.000148883145062362,5.43073181814335e-05,-0.00115460563503831,-2.98451822264838,-0.0989195701384345,-0.000407093690930654
2.55707097549642e-06,-1.79373735062857e-06,-2.95373098560152e-05,-0.000145162219807558,9.03135993032851e-05,-0.00118869179198501,-2.98453493157109,-0.0989120257371818,-0.000417799488257819
2.44256148872469e-06,-1.68733763707749e-06,-3.01762249184991e-05,-0.000119569739313131,5.0481273840473e-05,-0.00120034496003735,-2.98455256759779,-0.0989033627571447,-0.000448306426632017
2.31480616227013e-06,-1.72764676944627e-06,-3.07825604870532e-05,-7.47380693539819e-05,9.47923795445807e-05,-0.00122219998884796,-2.98457112394553,-0.0988716222047235,-0.000435493019039534
2.26640974410352e-06,-1.66368724767771e-06,-3.14478264884402e-05,-6.70888245741718e-05,8.33801956243674e-05,-0.00119856779213801,-2.98459812937789,-0.0988392809415617,-0.000425358314354107
2.26645615495942e-06,-1.61932257140722e-06,-3.21139714553375e-05,-8.83035733983687e-05,8.0521913634415e-05,-0.00115576778150544,-2.98465165596107,-0.0988212589417451,-0.000414304571775278
2.21216717877104e-06,-1.50854318216723e-06,-3.26889450350851e-05,-7.98952535430505e-05,3.28315248338876e-05,-0.00115110436301491,-2.9846486085166,-0.0987797754213897,-0.000408749486670867
2.16658424073882e-06,-1.43579566492303e-06,-3.32504352852843e-05,-7.41632202076422e-05,-4.6004226066709e-06,-0.00114706505490923,-2.98464162645342,-0.0987449084633244,-0.000412797919631213
2.08467743544924e-06,-1.47148096321086e-06,-3.37807722767032e-05,-4.29264593044174e-05,1.7116690904515e-05,-0.00115669056869614,-2.98461442628912,-0.0987515534392335,-0.000420500952523434
1.99178566043012e-06,-1.43985223722818e-06,-3.43463208336191e-05,4.53151542568666e-06,1.67687609614342e-06,-0.00114173418382021,-2.9846056987926,-0.0987289526937587,-0.000446429289313058
1.93657141053233e-06,-1.5103788859829e-06,-3.4909188027062e-05,4.12505350611556e-05,4.74134776403264e-05,-0.00112035090581787,-2.98459195990838,-0.0986907225858549,-0.000464341173339818
1.9935252578653e-06,-1.46060047384458e-06,-3.55032035883606e-05,1.63529369732397e-05,2.88359069077268e-05,-0.00106942017304408,-2.98461960028363,-0.0986426408601647,-0.000474695539769229
2.03042117199986e-06,-1.336895680792e-06,-3.60051420962182e-05,-2.67645310798332e-06,-4.21793384129529e-05,-0.0010607957132399,-2.98467701202878,-0.0985818943782526,-0.000505666183358944
2.0127800885789e-06,-1.5136283185643e-06,-3.64682455824906e-05,7.83574755029633e-06,5.8903799042897e-05,-0.00107290713099368,-2.98473457213149,-0.0985373334503716,-0.000510590006749047
2.03794140093476e-06,-1.53922981054267e-06,-3.68805144205692e-05,-6.04288314138496e-06,9.13192581239168e-05,-0.00111986113948649,-2.98475356116958,-0.0985141353088604,-0.000493441838301256
2.13508267050107e-06,-1.33539487011105e-06,-3.73583920700723e-05,-6.94735864400549e-05,-1.3481911966311e-05,-0.00113681265057169,-2.98476788945801,-0.0985194039937708,-0.000492029969675953
2.19017715352654e-06,-1.20871833036749e-06,-3.7887222818399e-05,-0.000123304764705517,-9.76315313735405e-05,-0.00112473480219324,-2.98477421212045,-0.0985268314833843,-0.000510923621040176
2.17080229152592e-06,-1.26248980840582e-06,-3.8431617198372e-05,-0.000144287797572985,-8.98432690261638e-05,-0.00109827050860436,-2.98475091214346,-0.0985032341969973,-0.000531019621817599
2.09765658029059e-06,-1.37309146104523e-06,-3.89310524547102e-05,-0.000136707519223108,-4.38398893108343e-05,-0.00109243699150109,-2.98476406208803,-0.0984596855388201,-0.000536387023384101
1.95589654541398e-06,-1.39119793338584e-06,-3.9422192243083e-05,-8.35036394850345e-05,-4.41276264159541e-05,-0.00108969573895334,-2.98479529061086,-0.0984058439018598,-0.000534425390925099
1.89705842395661e-06,-1.4304566436095e-06,-3.99501923788391e-05,-6.8579428700851e-05,-3.10638845227065e-05,-0.00106199775084344,-2.98481809357072,-0.0983442166810517,-0.000528500957883201
1.88702665202534e-06,-1.54363568340284e-06,-4.04318329992233e-05,-8.05720513566289e-05,3.23558317116137e-05,-0.00105581477219083,-2.98482401716529,-0.0982722590175523,-0.000518237346592275
1.87257627401185e-06,-1.62028300313317e-06,-4.09081343063784e-05,-9.29482529685546e-05,8.95680090400238e-05,-0.00105099451106177,-2.98482592752277,-0.098206290272677,-0.000491803644575359
1.84973308182972e-06,-1.5467983445292e-06,-4.13635612399256e-05,-0.000103291647736928,6.69284136440377e-05,-0.00105796509579882,-2.98482906020282,-0.0981673962401164,-0.000486545732256954
1.90925238922451e-06,-1.5150039094005e-06,-4.19331558525397e-05,-0.000168542175715476,6.46435460344585e-05,-0.000993374074397719,-2.98481528838722,-0.0981606893162986,-0.000477703058531691
1.88703668047862e-06,-1.44371918952454e-06,-4.2494513916368e-05,-0.000199401221838567,3.67319673271889e-05,-0.000915533060151914,-2.98478449323344,-0.098149476051157,-0.000493913435390502
1.75659598016042e-06,-1.44786279092502e-06,-4.28969709745607e-05,-0.000169930224908274,4.91421213598448e-05,-0.000917482212433831,-2.98475156680497,-0.0981478970613939,-0.000503118476862499
1.63928166118297e-06,-1.50473443134052e-06,-4.32335188598116e-05,-0.000140906807936485,9.82381271495203e-05,-0.000962212126817205,-2.98473257664064,-0.0981640380758961,-0.000492133135248365
1.49586753077144e-06,-1.42830137230116e-06,-4.35143723844588e-05,-8.76227447258166e-05,7.60010776344379e-05,-0.00105533273120141,-2.98475058269351,-0.0981447513292671,-0.000486913355786425
