1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,-2.9850277733286,-0.0993430548322018,0
-4.84439817576643e-08,-6.01204652962449e-08,-5.5451744587968e-07,-2.32893388986758e-05,-2.89027829717735e-05,-0.000266595183893379,-2.98503514939213,-0.0993280127343879,-4.3987433549428e-05
-6.73183008459327e-08,-1.49372759536634e-09,-2.16775635726791e-06,1.3830889609747e-05,5.81266780123121e-05,-0.000539196292907327,-2.98502594789558,-0.0993208425055576,-4.66436659908529e-05
4.59599768636701e-08,3.35724360930135e-07,-4.62242832672627e-06,4.78000549486139e-05,0.000123365549156985,-0.000768085209383086,-2.98503091163272,-0.0993347084167733,-2.67465767706566e-05
2.53161890068496e-07,7.18447853143801e-07,-7.55007471510366e-06,7.51289845208266e-05,9.15484348601056e-05,-0.000935376728128619,-2.98503975591864,-0.0993277431616809,-2.64461529911628e-05
5.1273934441132e-07,9.92914155562839e-07,-1.06226002779761e-05,9.66094582935368e-05,8.07463669288661e-05,-0.00105813491020811,-2.98504443329266,-0.0993207436587199,-4.04271213961912e-05
7.7175732855125e-07,1.20423816471648e-06,-1.36116452088801e-05,8.56990415127387e-05,6.49020195732762e-05,-0.00112712532927177,-2.98505267689023,-0.0993400029775791,-4.98249399791361e-05
9.52099184761198e-07,1.32885801940307e-06,-1.63546758972719e-05,2.12615050807452e-05,-1.23240893638602e-05,-0.00113773971835756,-2.98509421706261,-0.0993234538229681,-7.05592158377518e-05
9.9159820453589e-07,1.29697896024001e-06,-1.87683124873176e-05,-2.8750345553008e-05,-6.87468502767629e-05,-0.00118698920643073,-2.98510179236676,-0.099285205086977,-0.000105352124578783
9.47398704829193e-07,1.16743781248562e-06,-2.09575742240124e-05,-7.72111858699741e-05,-4.61632503319586e-05,-0.0011614282770279,-2.98506442891292,-0.0992510272664116,-0.000121160384736089
8.20172454292532e-07,1.07178895135365e-06,-2.28252524731548e-05,-6.6183720298052e-05,8.08519721744093e-06,-0.00114956294872437,-2.98504396901381,-0.0992346870090549,-0.000116754694795331
7.01620780297322e-07,1.10967883777338e-06,-2.43800450943713e-05,-2.25340048083563e-05,-3.54252445618779e-05,-0.00124743017214729,-2.9850149528312,-0.0991909006234028,-0.000136793706768178
6.68764369910122e-07,1.0416520407914e-06,-2.58856481673823e-05,-1.5602911706144e-05,-3.60787127938225e-06,-0.00129309328960389,-2.98500416270801,-0.0991590521475891,-0.000152776040343476
6.77095137598466e-07,9.87747955033232e-07,-2.73372955364074e-05,-4.27972555925719e-05,5.05388085255051e-05,-0.00125334700656293,-2.98499594012705,-0.0991403280076765,-0.000145046596428589
6.60856837689287e-07,1.07849219575383e-06,-2.86106121221742e-05,-6.66392395746193e-05,9.92857467174845e-06,-0.00120757631273511,-2.98497644245121,-0.0991170454389265,-0.000162326667166494
6.53951824782046e-07,1.17216521789301e-06,-2.97067539530316e-05,-0.000111112076250377,-6.49015456386302e-05,-0.00118053604105079,-2.98499541867194,-0.0990979900204465,-0.000202692348322696
5.5128434980491e-07,1.18653094211532e-06,-3.06603563679352e-05,-9.82457373768208e-05,-0.000118470743567216,-0.00117648020154028,-2.98499484080358,-0.099045044439267,-0.000258066600062842
4.3415625361139e-07,9.04278129455268e-07,-3.1516711383397e-05,-6.18889531864122e-05,3.53345312937335e-05,-0.00118650580129497,-2.98496726171031,-0.0990091010225063,-0.000267810982474221
3.51836469726834e-07,9.1292083999321e-07,-3.22951630339778e-05,-3.10290668373496e-05,4.64231692138075e-05,-0.00121280125648488,-2.98492726321514,-0.0989878589744862,-0.000288449199510285
2.94980886875468e-07,9.37958890050795e-07,-3.30090874702916e-05,-3.76936786965928e-06,4.91282722777478e-05,-0.00125985778319921,-2.9849182098468,-0.0989692334795054,-0.000323478093075549
2.60578397431471e-07,8.67513441492405e-07,-3.36987317090021e-05,1.89658967193003e-05,0.000119104314622899,-0.00131224830555271,-2.98491699730643,-0.0989371486110023,-0.000339306153884182
