0.000000000000000000e+00,3.238580429875159873e-05,3.238580429875159873e-05,3.238580429875159873e-05
0.000000000000000000e+00,1.280442298396779931e-05,7.707074130771259500e-05,7.707074130771259500e-05
0.000000000000000000e+00,-4.445869747154501054e-06,9.384701951012358991e-05,9.384701951012358991e-05
0.000000000000000000e+00,3.529851769023802186e-06,1.070726972825987878e-04,1.070726972825987878e-04
0.000000000000000000e+00,3.972748824735904095e-06,1.277224282208867909e-04,1.277224282208867909e-04
0.000000000000000000e+00,1.892381195539999123e-05,1.521615043617728820e-04,1.521615043617728820e-04
0.000000000000000000e+00,2.376382484475151149e-05,1.741412601108576017e-04,1.741412601108576017e-04
0.000000000000000000e+00,4.825815286602390050e-05,2.020079207069163123e-04,2.020079207069163123e-04
0.000000000000000000e+00,3.615152451809998759e-05,2.004936803492712979e-04,2.004936803492712979e-04
0.000000000000000000e+00,-1.969195052219999673e-05,1.715336104241138972e-04,1.715336104241138972e-04
0.000000000000000000e+00,-2.748443803529999094e-05,1.636993523656433156e-04,1.636993523656433156e-04
0.000000000000000000e+00,-1.608480771790000096e-05,1.379320829786855073e-04,1.379320829786855073e-04
0.000000000000000000e+00,-1.906607992656170366e-05,9.193692997784266776e-05,9.193692997784266776e-05
0.000000000000000000e+00,-1.663299803132670313e-05,4.121632201292709896e-05,4.121632201292709896e-05
0.000000000000000000e+00,6.803216440857704568e-06,4.049388087780150103e-05,4.049388087780150103e-05
0.000000000000000000e+00,4.763713548053068896e-05,1.157685821986213917e-04,1.157685821986213917e-04
0.000000000000000000e+00,2.719068558580000662e-05,1.433371249435455000e-04,1.433371249435455000e-04
0.000000000000000000e+00,4.566930035000005142e-06,1.170870012653448021e-04,1.170870012653448021e-04
0.000000000000000000e+00,-3.082867202009999209e-05,4.011224899015001578e-05,4.011224899015001578e-05
0.000000000000000000e+00,-1.022066096790000787e-05,3.146475988180900149e-05,3.146475988180900149e-05
0.000000000000000000e+00,2.212013810170000943e-05,9.139885792806381787e-05,9.139885792806381787e-05
0.000000000000000000e+00,2.586944466479999577e-05,1.431179997757906169e-04,1.431179997757906169e-04
0.000000000000000000e+00,3.989762625299992553e-06,1.488137380363560146e-04,1.488137380363560146e-04
0.000000000000000000e+00,7.755701098199999392e-06,1.533794973740932016e-04,1.533794973740932016e-04
0.000000000000000000e+00,-1.178204559090000937e-05,1.425207575806998982e-04,1.425207575806998982e-04
0.000000000000000000e+00,-2.434579154509999822e-05,1.502439097168642760e-04,1.502439097168642760e-04
0.000000000000000000e+00,-2.583220706939999003e-05,1.658165534270005968e-04,1.658165534270005968e-04
0.000000000000000000e+00,-1.299443001429999734e-05,1.538801589248297143e-04,1.538801589248297143e-04
0.000000000000000000e+00,-2.010879395629540714e-05,1.160316625908183947e-04,1.160316625908183947e-04
0.000000000000000000e+00,-1.195343463558859996e-05,1.155857411923543983e-04,1.155857411923543983e-04
0.000000000000000000e+00,1.415458181898680173e-05,1.175462311434004022e-04,1.175462311434004022e-04
0.000000000000000000e+00,-5.621970339123402325e-06,6.299956479657300643e-05,6.299956479657300643e-05
0.000000000000000000e+00,-4.200885035474139645e-05,4.886524403654601714e-06,4.886524403654601714e-06
0.000000000000000000e+00,-5.962086021953200122e-06,2.557290862202641951e-05,2.557290862202641951e-05
0.000000000000000000e+00,1.693879259540429969e-05,4.081980154512000091e-05,4.081980154512000091e-05
0.000000000000000000e+00,-2.348125010259929997e-05,-1.139887883659929712e-05,-1.139887883659929712e-05
