   0.0000000e+00   0.0000000e+00
  -7.1436900e-08   1.6230905e-07
  -1.5737275e-07   3.7529317e-07
  -1.4934422e-07   4.2512644e-07
  -7.6794844e-08   4.0596831e-07
  -4.7687251e-10   3.5193679e-07
   8.4774003e-09   2.8334915e-07
  -5.6765826e-08   2.8513546e-07
  -1.1762698e-07   3.0092219e-07
  -1.7321720e-07   4.0558525e-07
  -2.0784398e-07   6.2138629e-07
  -2.8083485e-07   6.0974474e-07
  -3.6284587e-07   5.1677483e-07
  -4.0120839e-07   5.1165473e-07
  -3.8617817e-07   4.8896914e-07
  -3.8318696e-07   4.0843013e-07
  -4.1823539e-07   3.9019738e-07
  -4.0218074e-07   6.4889678e-07
  -3.5389338e-07   8.5901031e-07
  -4.0480136e-07   1.0189781e-06
  -5.1035218e-07   8.7939618e-07
  -5.2009814e-07   7.3638542e-07
  -4.7069982e-07   7.0315117e-07
  -4.2990023e-07   6.9055409e-07
  -2.8257075e-07   6.6763514e-07
  -2.2747111e-07   7.6657447e-07
  -2.3199491e-07   7.9655293e-07
  -2.0234262e-07   7.7621641e-07
  -1.6152044e-07   6.7004559e-07
  -2.3938227e-07   6.4955343e-07
  -3.0524530e-07   6.6369039e-07
  -2.8662426e-07   6.4719158e-07
  -4.2591465e-07   7.2974346e-07
  -5.4578145e-07   8.0296669e-07
  -5.8944823e-07   5.4854945e-07
  -5.8926570e-07   4.2041977e-07
  -6.5648761e-07   5.8572444e-07
  -7.6984488e-07   6.6643803e-07
  -8.5545824e-07   5.4422265e-07
  -9.1689740e-07   3.7774018e-07
  -9.0040771e-07   2.5786195e-07
  -9.0409800e-07   2.3673041e-07
  -9.5755522e-07   4.9097802e-07
  -9.6764671e-07   8.0459226e-07
  -9.9524766e-07   9.4337062e-07
  -1.0799716e-06   8.6730287e-07
  -1.1905187e-06   7.1951758e-07
  -1.2402498e-06   5.4395622e-07
  -1.2125955e-06   3.5480805e-07
  -1.2953774e-06   3.2746130e-07
  -1.4459459e-06   2.7230650e-07
  -1.4446410e-06   3.5503501e-07
  -1.4242671e-06   4.1364407e-07
  -1.5234861e-06   3.7853283e-07
  -1.6653966e-06   3.9779534e-07
  -1.7829834e-06   3.4926227e-07
  -1.7939453e-06   3.2524904e-07
  -1.8703287e-06   1.9871769e-07
  -1.9888933e-06  -2.3867956e-08
  -2.0950914e-06  -5.1745364e-08
  -2.1998757e-06   1.5327716e-07
  -2.3286842e-06   2.8739744e-07
  -2.3859139e-06   2.4850715e-07
  -2.4791029e-06   3.4408059e-07
  -2.5118920e-06   2.9442480e-07
  -2.5027988e-06   4.9087005e-08
  -2.5005665e-06  -2.4515690e-08
  -2.5144759e-06  -7.0099739e-08
  -2.6229422e-06  -2.1324673e-08
  -2.6645857e-06   2.1628405e-07
  -2.6261755e-06   2.7952018e-07
  -2.7015839e-06   2.5960897e-07
  -2.7566818e-06   1.2411601e-07
  -2.7209845e-06  -1.1748486e-07
  -2.6889791e-06  -4.4657685e-08
  -2.7408445e-06  -6.5855332e-08
  -2.8532831e-06  -2.4893540e-07
  -3.0021764e-06  -2.6565587e-07
  -3.1304960e-06  -3.5721638e-07
  -3.2742439e-06  -3.3361632e-07
  -3.3990186e-06  -3.7936977e-07
  -3.5379558e-06  -5.1845257e-07
  -3.6061070e-06  -7.8252311e-07
  -3.5805101e-06  -8.0356190e-07
  -3.5388722e-06  -7.3779502e-07
  -3.5696466e-06  -7.4330739e-07
  -3.6830426e-06  -7.7378611e-07
  -3.7277374e-06  -1.1008201e-06
  -3.7721209e-06  -1.2459077e-06
  -3.7751787e-06  -1.2066290e-06
  -3.7944113e-06  -1.0969067e-06
  -3.8612434e-06  -1.0113730e-06
  -3.9248495e-06  -1.0031289e-06
  -3.9094770e-06  -1.0369380e-06
  -3.9543806e-06  -9.6544241e-07
  -4.0471118e-06  -9.2702966e-07
  -4.1330472e-06  -1.1613968e-06
  -4.1778525e-06  -1.2953688e-06
  -4.2310604e-06  -1.4770897e-06
  -4.2949696e-06  -1.6491389e-06
  -4.3106202e-06  -1.7415725e-06
  -4.3522643e-06  -1.7784530e-06
  -4.4562905e-06  -1.7537351e-06
  -4.5171194e-06  -1.8953582e-06
  -4.5960969e-06  -2.0279258e-06
  -4.7759437e-06  -1.9778944e-06
  -4.9383228e-06  -2.0602641e-06
  -4.9740510e-06  -2.2984363e-06
  -5.0513480e-06  -2.1421967e-06
  -5.2360115e-06  -2.1060833e-06
